EURPrices+0,EURPrices+1,EURPrices+2,EURPrices+3,EURPrices+4,EURPrices+5,EURPrices+6,EURPrices+7,EURPrices+8,EURPrices+9,EURPrices+10,EURPrices+11,EURPrices+12,EURPrices+13,EURPrices+14,EURPrices+15,EURPrices+16,EURPrices+17,EURPrices+18,EURPrices+19,EURPrices+20,EURPrices+21,EURPrices+22,EURPrices+23,EURPrices+0_Forecast_10,EURPrices+1_Forecast_10,EURPrices+2_Forecast_10,EURPrices+3_Forecast_10,EURPrices+4_Forecast_10,EURPrices+5_Forecast_10,EURPrices+6_Forecast_10,EURPrices+7_Forecast_10,EURPrices+8_Forecast_10,EURPrices+9_Forecast_10,EURPrices+10_Forecast_10,EURPrices+11_Forecast_10,EURPrices+12_Forecast_10,EURPrices+13_Forecast_10,EURPrices+14_Forecast_10,EURPrices+15_Forecast_10,EURPrices+16_Forecast_10,EURPrices+17_Forecast_10,EURPrices+18_Forecast_10,EURPrices+19_Forecast_10,EURPrices+20_Forecast_10,EURPrices+21_Forecast_10,EURPrices+22_Forecast_10,EURPrices+23_Forecast_10,EURPrices+0_Forecast_30,EURPrices+1_Forecast_30,EURPrices+2_Forecast_30,EURPrices+3_Forecast_30,EURPrices+4_Forecast_30,EURPrices+5_Forecast_30,EURPrices+6_Forecast_30,EURPrices+7_Forecast_30,EURPrices+8_Forecast_30,EURPrices+9_Forecast_30,EURPrices+10_Forecast_30,EURPrices+11_Forecast_30,EURPrices+12_Forecast_30,EURPrices+13_Forecast_30,EURPrices+14_Forecast_30,EURPrices+15_Forecast_30,EURPrices+16_Forecast_30,EURPrices+17_Forecast_30,EURPrices+18_Forecast_30,EURPrices+19_Forecast_30,EURPrices+20_Forecast_30,EURPrices+21_Forecast_30,EURPrices+22_Forecast_30,EURPrices+23_Forecast_30,EURPrices+0_Forecast_50,EURPrices+1_Forecast_50,EURPrices+2_Forecast_50,EURPrices+3_Forecast_50,EURPrices+4_Forecast_50,EURPrices+5_Forecast_50,EURPrices+6_Forecast_50,EURPrices+7_Forecast_50,EURPrices+8_Forecast_50,EURPrices+9_Forecast_50,EURPrices+10_Forecast_50,EURPrices+11_Forecast_50,EURPrices+12_Forecast_50,EURPrices+13_Forecast_50,EURPrices+14_Forecast_50,EURPrices+15_Forecast_50,EURPrices+16_Forecast_50,EURPrices+17_Forecast_50,EURPrices+18_Forecast_50,EURPrices+19_Forecast_50,EURPrices+20_Forecast_50,EURPrices+21_Forecast_50,EURPrices+22_Forecast_50,EURPrices+23_Forecast_50,EURPrices+0_Forecast_70,EURPrices+1_Forecast_70,EURPrices+2_Forecast_70,EURPrices+3_Forecast_70,EURPrices+4_Forecast_70,EURPrices+5_Forecast_70,EURPrices+6_Forecast_70,EURPrices+7_Forecast_70,EURPrices+8_Forecast_70,EURPrices+9_Forecast_70,EURPrices+10_Forecast_70,EURPrices+11_Forecast_70,EURPrices+12_Forecast_70,EURPrices+13_Forecast_70,EURPrices+14_Forecast_70,EURPrices+15_Forecast_70,EURPrices+16_Forecast_70,EURPrices+17_Forecast_70,EURPrices+18_Forecast_70,EURPrices+19_Forecast_70,EURPrices+20_Forecast_70,EURPrices+21_Forecast_70,EURPrices+22_Forecast_70,EURPrices+23_Forecast_70,EURPrices+0_Forecast_90,EURPrices+1_Forecast_90,EURPrices+2_Forecast_90,EURPrices+3_Forecast_90,EURPrices+4_Forecast_90,EURPrices+5_Forecast_90,EURPrices+6_Forecast_90,EURPrices+7_Forecast_90,EURPrices+8_Forecast_90,EURPrices+9_Forecast_90,EURPrices+10_Forecast_90,EURPrices+11_Forecast_90,EURPrices+12_Forecast_90,EURPrices+13_Forecast_90,EURPrices+14_Forecast_90,EURPrices+15_Forecast_90,EURPrices+16_Forecast_90,EURPrices+17_Forecast_90,EURPrices+18_Forecast_90,EURPrices+19_Forecast_90,EURPrices+20_Forecast_90,EURPrices+21_Forecast_90,EURPrices+22_Forecast_90,EURPrices+23_Forecast_90
24.65,21.59,18.29,14.12,11.58,12.26,15.34,19.72,23.22,25.83,25.67,23.83,19.36,13.92,15.16,24.69,31.66,31.66,28.66,23.22,21,20.36,14.26,13.98,21.1795268952381,18.5604631571429,15.7978223714286,13.1677844428571,12.8851824190476,14.4362426571429,16.0902747047619,20.0522411412698,22.2308170222222,22.9256675619048,22.0379879666667,21.5520052206349,19.531517815873,18.0733324190476,16.8200797920635,19.5370185936508,20.3727635380952,24.9258449269841,26.3068654666667,23.2671324746032,22.5654046412698,19.6993804269841,16.9698335777778,13.5093940777778,21.7068431904762,19.2003231904762,16.940146,13.9046189365079,13.7345157777778,15.6401687619047,18.5456368333333,20.6354358730159,22.5286188333333,22.8116710555556,22.8117868968254,22.0828909523809,20.4707223333333,19.5911097619047,18.3740039285714,19.8940388174603,22.5944776666666,26.0426258253968,25.8756331031746,25.9055003333333,22.959312,22.6429691031746,19.6688678571428,14.7976521428571,25.6450004577637,19.3985710144043,14.6960000991821,10.593846321106,11.0262498855591,14.7330665588379,16.4431991577148,18.2957153320313,18.5499992370605,20.4855003356934,22,21.9484996795654,19.4099998474121,17.4795989990234,17.3599967956543,18.9500007629395,23,23.8824996948242,22.9099998474121,23.3299999237061,22.117000579834,20.6868419647217,19.0050010681152,18.283332824707,26.7373571904762,24.2308371904762,21.97066,18.935132936508,18.7650297777778,20.6706827619048,23.5761508333334,25.6659498730159,27.5591328333334,27.8421850555556,27.8423008968254,27.113404952381,25.5012363333334,24.6216237619048,23.4045179285714,24.9245528174603,27.6249916666667,31.0731398253969,30.9061471031746,30.9360143333333,27.989826,27.6734831031746,24.6993818571429,19.8281661428572,30.0033736952381,27.3843099571428,24.6216691714286,21.9916312428571,21.7090292190476,23.2600894571429,24.9141215047619,28.8760879412698,31.0546638222222,31.7495143619048,30.8618347666667,30.3758520206349,28.355364615873,26.8971792190476,25.6439265920635,28.3608653936508,29.1966103380952,33.7496917269841,35.1307122666666,32.0909792746032,31.3892514412698,28.5232272269841,25.7936803777778,22.3332408777778
13,12.64,12.88,10.26,12.89,21.41,26.12,25.37,23.13,23.13,20.66,20.76,15,15,15,20.66,31.55,39.82,36,33.62,33.65,24.11,28.48,17.05,9.23282665079366,5.93736304761905,7.45633650000001,8.44581965079366,11.5459365873016,14.6402605396825,17.3509743333333,19.9213620714286,20.9310977063492,21.3195776428571,22.7280784285714,22.5212330714286,21.9393438809524,20.8395503650794,20.0533887142857,23.1209312301587,27.8861637619048,29.643159047619,30.1948255555556,28.2793858333333,25.0609354761905,21.9078128253968,18.1694523730159,15.2270354920635,11.095126984127,9.77586219841269,9.43899997619048,9.5378015952381,12.5906286111111,15.3920542857143,19.5511115555556,21.2697591666667,22.3202905714286,24.5594741349206,24.8018631031746,25.9225868333333,24.3270141507936,23.5288587619048,23.3657841349206,25.4146733333333,28.9301612539683,32.6239575,30.9507644285714,30.1960034285714,28.0972077142857,23.5866091507937,19.5424453968254,16.6419306507936,14.1199998855591,9.81900024414063,9.81900024414063,16.0113849639893,17.6002502441406,18.4179992675781,22.1669998168945,24.6725006103516,25,26.776668548584,28.5780010223389,30.1054992675781,28.2185001373291,26.2842636108398,26.8495998382568,29.7695999145508,33.4983329772949,36,35.9933090209961,34.9053993225098,31.9940032958984,25.7770004272461,23.2339992523193,21.0504989624023,16.072726984127,14.7534621984127,14.4165999761905,14.5154015952381,17.5682286111111,20.3696542857143,24.5287115555556,26.2473591666667,27.2978905714286,29.5370741349206,29.7794631031746,30.9001868333333,29.3046141507936,28.5064587619048,28.3433841349206,30.3922733333333,33.9077612539682,37.6015575,35.9283644285714,35.1736034285714,33.0748077142857,28.5642091507937,24.5200453968254,21.6195306507936,17.8209676507937,14.5255040476191,16.0444775,17.0339606507937,20.1340775873016,23.2284015396825,25.9391153333333,28.5095030714286,29.5192387063492,29.9077186428571,31.3162194285714,31.1093740714286,30.5274848809524,29.4276913650794,28.6415297142857,31.7090722301587,36.4743047619048,38.231300047619,38.7829665555556,36.8675268333333,33.6490764761905,30.4959538253968,26.7575933730159,23.8151764920635
15.88,15.75,16.23,17.7,21.21,23.45,30.73,34.89,33.4,30.61,30.06,30.06,26.06,23,23.45,30.57,33.94,37.16,37.3,35.23,35.74,34.06,30.06,28.25,12.8982777777778,12.2721233571429,12.8399155714286,11.6047578333333,13.2611500952381,18.8000584285714,24.7476084285714,25.7594442063492,26.1037582380952,25.3368923095238,25.4414572619048,25.5376148888889,22.9144510714286,22.4111719365079,21.6798600793651,24.8817121111111,31.2483207857143,33.7124273095238,32.0908534365079,30.608815952381,27.9094308095238,25.0654069444444,23.9916350238095,20.6739518412698,15.8295511714286,15.5162279968254,15.8527585365079,16.1228499095238,17.5617798301587,21.6195316714285,27.8164085603174,29.9645992746032,29.2180329174603,29.0687773301587,28.1725897111111,28.2612835047619,26.1975950444444,24.4840093936508,24.7045936952381,28.8660661,33.5048378857143,35.9524000682539,35.6074342666667,34.0302962904762,32.0818760603174,28.0989059333333,26.2635478857143,23.6755812190476,18.2900009155273,17.9452953338623,17.9799995422363,18.4947834014893,19,21.9996662139893,30.3521003723145,32.5764999389648,32.2789993286133,31,30.449333190918,31.2199993133545,28.4642505645752,26.7189998626709,26.2900009155273,30.6785011291504,35.8833351135254,38.25,37.2164993286133,35.6406669616699,34.244441986084,30.6043319702148,29,27.2800006866455,20.7243151714286,20.4109919968254,20.7475225365079,21.0176139095238,22.4565438301587,26.5142956714286,32.7111725603175,34.8593632746032,34.1127969174603,33.9635413301587,33.0673537111111,33.1560475047619,31.0923590444444,29.3787733936508,29.5993576952381,33.7608301,38.3996018857143,40.847164068254,40.5021982666667,38.9250602904762,36.9766400603175,32.9936699333333,31.1583118857143,28.5703452190476,22.0578577777778,21.4317033571429,21.9994955714286,20.7643378333333,22.4207300952381,27.9596384285714,33.9071884285714,34.9190242063492,35.2633382380952,34.4964723095238,34.6010372619048,34.6971948888889,32.0740310714286,31.5707519365079,30.8394400793651,34.0412921111111,40.4079007857143,42.8720073095238,41.2504334365079,39.768395952381,37.0690108095238,34.2249869444444,33.1512150238095,29.8335318412698
22.82,21.47,17.99,17.99,19.3,23.44,29.99,32.4,29.42,23.48,17.49,16.2,15,15,15.95,20,26.74,34.58,37,33.17,32.07,29.78,27.19,21.47,19.9610542619048,17.7216808095238,16.2434061349206,16.3105646349206,17.1213501587302,19.3955943412698,22.6593096666667,23.5796415,23.9091841190476,22.1584577619048,20.7253909444445,21.3501484920635,18.4528284047619,18.0402726190476,17.9194972301587,22.3793842380952,26.0770066190476,30.4383606190476,31.2784907380952,30.891612515873,28.7745499047619,26.3798717460318,23.892327515873,21.5098509603175,22.3974633492063,20.2782743571429,18.9607107063492,18.4370786587302,19.3400347857143,22.6638736984127,24.1054078333333,27.2811426507937,25.6284125,24.9033049285714,23.9272193412698,22.1492633253968,22.0309917380952,20.8205556190476,20.4337315238095,24.4869292142857,30.4963236904762,33.5487451904762,33.2191664761905,32.2847367142857,30.40843,29.4194607142857,26.6539258809524,23.4059440634921,26,23.1933345794678,21.3439998626709,21.2719993591309,21.3599987030029,25.2549991607666,27.7572002410889,30.3449993133545,27.405200958252,26.3600006103516,25,24.7735004425049,23.5,21.7515392303467,21.8155002593994,25.9150009155273,31.6045455932617,36,36.4495010375977,36.1599998474121,34.4949989318848,32.1749992370605,30.2622509002686,27.3999996185303,26.6928313492063,24.5736423571428,23.2560787063492,22.7324466587301,23.6354027857143,26.9592416984127,28.4007758333333,31.5765106507936,29.9237805,29.1986729285714,28.2225873412698,26.4446313253968,26.3263597380952,25.1159236190476,24.7290995238095,28.7822972142857,34.7916916904762,37.8441131904762,37.5145344761905,36.5801047142857,34.703798,33.7148287142857,30.9492938809524,27.701312063492,28.6147602619048,26.3753868095238,24.8971121349207,24.9642706349206,25.7750561587302,28.0493003412698,31.3130156666667,32.2333475,32.5628901190476,30.8121637619048,29.3790969444445,30.0038544920635,27.1065344047619,26.6939786190476,26.5732032301587,31.0330902380953,34.7307126190476,39.0920666190476,39.9321967380952,39.545318515873,37.4282559047619,35.0335777460318,32.546033515873,30.1635569603175
18.62,18,17.12,17.4,18.55,23.25,28.04,35.22,35.19,32.87,31.9,32.46,27.09,22.68,23.26,26.13,29.21,25,15,11.88,11.05,5.75,-0.05,-0.05,16.8684432619048,15.7693831031746,15.9135611111111,15.2322557301587,16.4358044920635,21.6712631428571,25.814087031746,27.6972218888889,28.6974115238095,26.3940926825397,26.7515153174603,26.2207364603175,23.1119561428571,19.998323,18.8894549047619,20.4633385714286,23.6361636190476,21.3908673809524,19.5029846507936,13.2754994126984,10.5898783333333,5.30521904761904,-1.73951092063492,-3.99070571428572,18.6269798492064,17.2213815793651,17.1416618015873,17.7310688571429,19.3111786746032,23.3093672936508,28.391605,30.825259,31.22211,28.9375437460317,29.6884721904762,31.064879984127,25.1687596190476,22.2730151428571,20.6237050714286,22.9520656666667,23.1336411190476,24.1837259126984,19.8651545396825,17.5469712222222,12.2256957301587,6.5342245952381,1.82644007142857,-0.465837952380949,20.2110004425049,20.6575012207031,19,21.2949981689453,22.9549999237061,27.5599994659424,31.0733337402344,34.2042007446289,33.9799995422363,31.3999996185303,31.3999996185303,32.6917495727539,28.8915996551514,26.2362499237061,23.1673336029053,25.5100002288818,28.9449996948242,25.3769989013672,23.4400005340576,18.3680000305176,16.9718608856201,6.52001237869263,0,-1.01999998092651,23.6402568492064,22.2346585793651,22.1549388015873,22.7443458571429,24.3244556746032,28.3226442936508,33.404882,35.838536,36.235387,33.9508207460318,34.7017491904762,36.078156984127,30.1820366190476,27.2862921428572,25.6369820714286,27.9653426666667,28.1469181190476,29.1970029126984,24.8784315396825,22.5602482222222,17.2389727301587,11.5475015952381,6.83971707142858,4.54743904761906,25.8523462619048,24.7532861031746,24.8974641111111,24.2161587301587,25.4197074920635,30.6551661428572,34.797990031746,36.6811248888889,37.6813145238095,35.3779956825397,35.7354183174603,35.2046394603175,32.0958591428572,28.982226,27.8733579047619,29.4472415714286,32.6200666190476,30.3747703809524,28.4868876507937,22.2594024126984,19.5737813333333,14.2891220476191,7.24439207936508,4.99319728571429
-1,-0.05,-1,-1,-1,-1,0,12.74,12.99,11.74,11.14,7.68,2.12,-0.05,-1,1.93,17.47,21.49,14.65,8.8,0,0,-1.03,-1.02,-5.77293653968253,-7.35606938095237,-9.02902231746031,-9.52824506349205,-5.31415645238095,-5.8347744047619,-5.59622095238094,-0.12787735714285,2.96363134126985,7.12863704761906,9.42973497619048,11.5298349206349,7.72003165079366,4.95170303174604,2.41657905555556,1.77467143650795,7.55136266666667,12.6643353253968,8.24951437301588,3.41766150793651,-0.0570482857142789,-1.11479414285714,-4.19766142857142,-6.17552611904761,-5.75491226984126,-6.21287819047618,-6.84993754761904,-6.58989942857142,-4.20287661904761,-3.47891357936507,-4.05150668253968,-0.95368855555555,2.97495280952382,10.0931998174603,11.2698153888889,13.1763286428572,8.91961145238096,3.2528580952381,2.62760761904762,2.37793570634921,11.7794066349206,13.3401877777778,9.61770630158731,5.87715757142858,3.56607461904762,0.339237357142864,-4.57884602380952,-4.19402634920634,-3.84999990463257,-4.01000022888184,-4.99264717102051,-5.14000082015991,-5.17999982833862,-5.26999998092651,-5,-3.84999990463257,4.56816673278809,10.7779941558838,16.1599998474121,16.1333332061768,16.5199966430664,4.83333349227905,0,0,16.9300003051758,16.9899997711182,16.7353324890137,6.02857112884522,3.29799151420593,-1,-4.01000022888184,-4.1399998664856,-0.793152269841254,-1.25111819047617,-1.88817754761903,-1.62813942857141,0.758883380952396,1.48284642063494,0.910253317460333,4.00807144444446,7.93671280952382,15.0549598174603,16.2315753888889,18.1380886428572,13.881371452381,8.21461809523811,7.58936761904763,7.33969570634922,16.7411666349207,18.3019477777778,14.5794663015873,10.8389175714286,8.52783461904763,5.30099735714287,0.382913976190491,0.767733650793665,2.18752346031745,0.60439061904761,-1.06856231746033,-1.56778506349207,2.64630354761904,2.12568559523809,2.36423904761904,7.83258264285713,10.9240913412698,15.089097047619,17.3901949761905,19.4902949206349,15.6804916507936,12.912163031746,10.3770390555555,9.73513143650793,15.5118226666667,20.6247953253968,16.2099743730159,11.3781215079365,7.9034117142857,6.84566585714285,3.76279857142856,1.78493388095237
-10,-22.89,-29.81,-39.97,-41.09,-33.52,-20,-5,-1.01,-1.03,-5.59,-11.61,-15.18,-27.93,-27.93,-10,-1,11.36,12.67,12.78,13.56,12.99,0.02,-1.32,-8.77287823809523,-8.76323819047618,-10.5171894285714,-10.1105755952381,-8.61726688888888,-7.67209118253968,-8.19847983333333,-4.76680799999999,-1.63099299999999,-0.669609476190469,1.00816822222223,-0.0627638730158679,4.10585697619048,-0.800345134920629,0.247818357142866,3.23231196825397,11.8363803492064,15.2752731666667,17.4778222380952,16.5808836666667,18.0723309365079,17.2572208968254,12.0743843492064,10.6209645238095,-4.70493749841268,-6.07894624444443,-6.70446116507935,-6.76950072857141,-4.98595299047618,-5.39386206190475,-4.44659760952379,0.244497580952397,2.08320772380954,-0.103782569841253,1.47717553333335,3.61099374761906,2.89723970000002,0.155964192063509,2.53962564444446,8.66210641428574,13.4723861603175,18.8888469301588,20.0560370095238,19.5455505253968,21.1362872793651,19.373327636508,15.9468218031746,14.624136231746,-3.74636363983154,-5,-5.26999998092651,-5.51000022888184,-5.50133323669434,-5.2380518913269,-5.03999996185303,-5.03612899780273,-3.97000026702881,-1,0,6,4.5,-0.0111123472452164,0,8.81716060638428,15.3800001144409,21.5196666717529,23.2360000610352,24.8308334350586,24.7999992370605,24.7264995574951,21.9641666412353,16.2765007019043,0.403779301587312,-0.970229444444434,-1.59574436507935,-1.66078392857142,0.12276380952382,-0.28514526190475,0.662119190476202,5.35321438095239,7.19192452380953,5.00493423015874,6.58589233333334,8.71971054761906,8.00595650000001,5.2646809920635,7.64834244444445,13.7708232142857,18.5811029603175,23.9975637301587,25.1647538095238,24.6542673253968,26.2450040793651,24.482044436508,21.0555386031746,19.732853031746,0.288359761904759,0.297999809523807,-1.45595142857143,-1.0493375952381,0.443971111111107,1.38914681746031,0.862758166666663,4.29443,7.430245,8.39162852380952,10.0694062222222,8.99847412698412,13.1670949761905,8.26089286507936,9.30905635714286,12.293549968254,20.8976183492063,24.3365111666667,26.5390602380952,25.6421216666667,27.1335689365079,26.3184588968254,21.1356223492063,19.6822025238095
-6.5,-17.13,-20,-22.89,-28.11,-24.92,-20,-1.1,3.3,11.4,12.47,15.7,19.04,18.54,18.16,18.16,27.93,46.03,40.26,42.6,45.82,42.6,37.29,29.72,0.22860684126984,1.39924919047619,1.77727257142857,4.74828552380952,8.72819376190476,10.8867394206349,13.4463386111111,17.0913246349206,18.2475758333333,19.2208049761905,17.7498502857143,17.038892452381,18.2489852698413,16.7674061428571,18.7163582857143,22.3344184365079,26.5687901587302,29.4009655238095,30.8298318253968,28.6173140476191,27.9142691190476,27.7601631507937,22.4778880952381,18.4992440952381,4.92101246666667,6.18618418888889,9.1165928952381,10.2815670380952,13.3555143079365,15.9098752444444,19.0358581492064,21.7429968555556,23.3865778,23.7627937047619,22.8909675142857,22.7631531095238,23.0492648079365,22.5168510777778,23.1646148634921,27.9701854666667,29.9444075619048,33.9585332206349,33.7448826571429,35.1101495063492,33.3274480698413,31.6950843,28.3353269904762,23.1461756492064,3.06999945640564,6.00757551193237,8.743332862854,9.81900024414063,15.4499998092651,18.5599994659424,21.3600006103516,23.5300006866455,24.7600002288818,26.6464996337891,24.2406673431396,24.2355003356934,24.1203327178955,22.6800003051758,23.4500007629395,30.6569995880127,34.4449996948242,36.536750793457,38.189998626709,37.5340003967285,36.3872528076172,35.2200012207031,32.6800003051758,28.7150001525879,10.5766820666667,11.8418537888889,14.7722624952381,15.9372366380952,19.0111839079365,21.5655448444444,24.6915277492064,27.3986664555556,29.0422474,29.4184633047619,28.5466371142857,28.4188227095238,28.7049344079365,28.1725206777778,28.8202844634921,33.6258550666667,35.6000771619048,39.6142028206349,39.4005522571429,40.7658191063492,38.9831176698413,37.3507539,33.9909965904762,28.8018452492064,11.2090148412698,12.3796571904762,12.7576805714286,15.7286935238095,19.7086017619048,21.8671474206349,24.4267466111111,28.0717326349206,29.2279838333333,30.2012129761905,28.7302582857143,28.0193004523809,29.2293932698413,27.7478141428571,29.6967662857143,33.3148264365079,37.5491981587301,40.3813735238095,41.8102398253968,39.597722047619,38.8946771190476,38.7405711507937,33.4582960952381,29.4796520952381
23.65,20.3,18.07,16.51,17.1,19.99,22.05,27.69,26.52,20,17.2,15.09,13.62,12.95,13.62,18.08,24.26,34,35.22,34.91,36.01,35,28.78,27.5,20.0100274285714,16.7811102857143,11.8768988333333,11.3632543730159,8.37608934126984,9.47835070634921,13.5032481269841,20.4180742857143,19.9873686904762,17.5186382222222,15.1352334523809,14.3435400634921,12.9866002380952,13.144502952381,14.3341429047619,14.3221434206349,20.4934386507936,24.9076227460317,25.0562024126984,24.989977031746,27.3397491587302,23.9521988333333,20.9574612857143,14.9243025476191,24.2210980793651,21.4215231666667,18.5519522222222,13.7022015555556,11.0155012380952,15.563549484127,19.6883759126984,22.4621721666667,21.4135413809524,20.4421530714286,20.1185490714286,19.9148355873016,19.1839549285714,15.8666670714286,16.0611918888889,20.0953679761905,24.6299393809524,26.8737699047619,30.4716563650794,29.9919281825397,30.1217012460317,28.4427443333333,25.0418154126984,20.8555393809524,28.3880004882812,24.7479991912842,21.5520000457764,19.2889995574951,17.6900005340576,21.1719989776611,25.0363330841064,26.7600002288818,25.5100002288818,25,22.7299995422363,23,21.0128574371338,20.6000003814697,20.0559997558594,21.3980007171631,26.2449989318848,34.4300003051758,35.0900001525879,36.1066665649414,36.9400024414062,33.9512481689453,30.4600009918213,27.5559997558594,30.0381660793651,27.2385911666667,24.3690202222222,19.5192695555556,16.8325692380952,21.380617484127,25.5054439126984,28.2792401666667,27.2306093809524,26.2592210714286,25.9356170714286,25.7319035873016,25.0010229285714,21.6837350714286,21.8782598888889,25.9124359761905,30.4470073809524,32.6908379047619,36.2887243650794,35.8089961825397,35.9387692460317,34.2598123333333,30.8588834126984,26.6726073809524,32.1660254285714,28.9371082857143,24.0328968333333,23.5192523730159,20.5320873412699,21.6343487063492,25.6592461269841,32.5740722857143,32.1433666904762,29.6746362222222,27.291231452381,26.4995380634921,25.1425982380952,25.300500952381,26.4901409047619,26.4781414206349,32.6494366507937,37.0636207460317,37.2122004126984,37.145975031746,39.4957471587302,36.1081968333333,33.1134592857143,27.0803005476191
25.91,25.42,24.63,25,27.9,31,30.87,37,35.51,32.85,30.81,33.37,28.16,23.89,27.96,35.85,32.86,41.69,40.61,35.62,33.27,29.78,37.93,32.26,18.0771869920635,17.2324699285714,15.3382869047619,16.7000292380952,18.6735952698413,21.2860692222222,26.3030932539683,28.500015047619,29.6087147619048,28.6438621428571,27.1483349285714,27.8371573253968,24.6016903492063,22.733608031746,21.5715024761905,27.2586829047619,31.5877772142857,33.6173897380952,33.9734301428571,31.9724948253968,29.6165516190476,29.2077781984127,25.7373809285714,24.2727761746032,22.3195251650794,20.6493692603175,19.6246004507937,19.5240305142857,21.3859013,26.1246706253968,30.687501847619,32.4987145539682,33.0543722523809,32.9665132761905,31.0994982761905,30.1262603952381,27.8618051730159,25.5487257126984,26.6854146809524,30.3193081968254,35.1116862126984,37.5822349111111,37.4792352444445,35.9498359666667,35.0271023714286,33.9086624825397,29.9831973714286,28.3672239746032,24.8125,24.9009990692139,24.5377502441406,24.9050903320312,25.1066665649414,28.8699989318848,32.0506248474121,35.2470016479492,36.4865036010742,36.0299987792969,34.2460021972656,32.7000007629395,30.0809993743896,27.9300003051758,27.9933338165283,30.869499206543,39.0299987792969,39.5559997558594,39.2360000610352,37.2000007629395,36.2905006408691,34.9390029907227,32.1030006408691,30.396333694458,27.8142893650794,26.1441334603175,25.1193646507937,25.0187947142857,26.8806655,31.6194348253968,36.182266047619,37.9934787539682,38.5491364523809,38.4612774761905,36.5942624761905,35.6210245952381,33.3565693730159,31.0434899126984,32.1801788809524,35.8140723968254,40.6064504126984,43.0769991111111,42.9739994444445,41.4446001666667,40.5218665714286,39.4034266825397,35.4779615714286,33.8619881746032,28.5727469920635,27.7280299285714,25.8338469047619,27.1955892380952,29.1691552698413,31.7816292222222,36.7986532539683,38.995575047619,40.1042747619048,39.1394221428571,37.6438949285714,38.3327173253968,35.0972503492063,33.229168031746,32.0670624761905,37.7542429047619,42.0833372142857,44.1129497380952,44.4689901428571,42.4680548253968,40.1121116190476,39.7033381984127,36.2329409285714,34.7683361746032
